"protein_group","abundance_A_1","abundance_A_1.x","abundance_A_1.y","abundance_B_1","abundance_B_1.x","abundance_B_1.y","number_of_peptides_A_1","number_of_peptides_A_1.x","number_of_peptides_A_1.y","number_of_peptides_B_1","number_of_peptides_B_1.x","number_of_peptides_B_1.y","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"Biognosys|iRT-Kit_WR_fusion",-15.9826626636,-16.0196283524,-15.9515846412,-16.0566979152,-15.8180061154,-15.8350442455,63,56,59,68,63,57,0.755061919953596,0.907899397803755,-0.0813757936999995
"sp|Q9UKV3|ACINU_HUMAN",-20.772718497,-20.6585152236,-21.3712738663,-20.9657333447,-21.2130535847,-20.8735681722,28,26,25,27,21,25,0.786790023201856,0.924612736660929,0.0832825048999979
"sp|Q9UKV8|AGO2_HUMAN",NA,-24.266792416,NA,-24.916608624,NA,NA,4,3,2,4,5,4,NA,NA,NA
"sp|Q9UKX7|NUP50_HUMAN",-20.6267086725,-20.7059062155,-20.164148197,-20.529048302,-20.7471619682,-20.1342149559,9,9,11,9,8,13,0.912619199535963,0.959376908979841,-0.0287792863000007
"sp|Q9UKY7|CDV3_HUMAN",-20.2192818498,-19.2465855606,-19.7370344413,-20.452352487,-19.7981950721,-19.8444628523,8,10,8,9,7,10,0.425022331786543,0.755256064690027,0.297369519899998
"sp|Q9UKZ1|CNO11_HUMAN",-23.2301233407,-22.5691150669,-22.5191323057,-22.4141453765,-21.9446193463,-22.980433555,2,4,3,4,4,2,0.396864704176334,0.742338251986379,-0.326390811833335
"sp|Q9UL15|BAG5_HUMAN",-22.7412691776,NA,-23.6505216555,-22.926731153,NA,-23.7806524479,2,1,1,2,1,1,0.716787122969838,0.899815837937385,0.157796383899999
"sp|Q9UL25|RAB21_HUMAN",-21.6875070277,-22.3379160335,-22.8851478542,-21.9116087048,-22.0786076727,-22.0563659569,2,2,3,3,3,1,0.437170968677494,0.764456233421751,-0.287996193666668
"sp|Q9UL33|TPC2L_HUMAN",-22.3170490124,NA,NA,NA,NA,NA,2,2,1,4,NA,3,NA,NA,NA
"sp|Q9UL40|ZN346_HUMAN",NA,NA,NA,NA,-22.3050097014,NA,2,NA,1,1,2,1,NA,NA,NA
"sp|Q9UL45|BL1S6_HUMAN",NA,NA,NA,NA,NA,-21.9582418282,NA,NA,NA,NA,NA,1,NA,NA,NA
"sp|Q9UL46|PSME2_HUMAN",-20.546440417,-19.9905351538,-20.3596790459,-20.3352796808,-19.7643669774,-21.3718103256,8,9,10,11,11,10,0.633722447795824,0.86899918633035,0.191600789033334
"sp|Q9UL63|MKLN1_HUMAN",-23.1993034207,-23.6458949944,-23.6785828806,-23.8883990155,-23.0242256237,-23.726920594,5,3,3,4,5,1,0.894098027842227,0.956199876619371,0.0385879791666639
"sp|Q9ULA0|DNPEP_HUMAN",-22.8891565003,-22.6388570298,-22.045908062,-23.8248792574,-22.8579962258,-21.5671591794,6,8,5,5,6,9,0.629682279582367,0.868959868959869,0.225371023499999
"sp|Q9ULH0|KDIS_HUMAN",-24.5346534375,-24.2243221199,-26.1361679305,-26.3095625375,-25.0885770643,-24.7437320402,4,4,3,2,10,6,0.416042923433875,0.75177304964539,0.415576051366667
"sp|Q9ULK4|MED23_HUMAN",-26.3411716057,-26.4097645926,-25.9712264061,-25.065075827,-24.567320453,-26.1867617714,4,6,4,5,6,7,0.0527215777262181,0.27710843373494,-0.967668184333334
"sp|Q9ULR0|ISY1_HUMAN",-21.1874053615,-20.9731805237,-21.2099938953,-21.2406521047,-20.9643807823,-20.9590629686,4,3,3,3,3,4,0.797617459396752,0.929327415500171,-0.0688279749666663
"sp|Q9ULU4|PKCB1_HUMAN",-22.9414755755,-22.0769030808,-22.3429318899,-22.4028465219,-23.3523214953,-23.0838532078,12,15,14,13,9,9,0.225370649651972,0.565789473684211,0.492570226266668
"sp|Q9ULV3|CIZ1_HUMAN",NA,NA,-24.7091665127,-23.1137145698,-23.6214215144,-24.3047218866,1,2,2,5,3,2,NA,NA,NA
"sp|Q9ULV4|COR1C_HUMAN",-20.1821003305,-20.3762308528,-20.430608316,-20.1626003496,-20.5926996422,-19.8699527796,16,17,17,18,13,17,0.696345417633411,0.895432238580597,-0.121228909300001
"sp|Q9ULW0|TPX2_HUMAN",-21.1090400802,-21.1867126472,-21.7529366148,-21.9611160697,-21.0604748072,-21.5387596265,12,10,13,15,12,12,0.624447650812065,0.865843621399177,0.170553720400001
"sp|Q9ULW3|ABT1_HUMAN",NA,NA,-22.7569157048,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA
"sp|Q9ULX3|NOB1_HUMAN",-21.6587731532,-22.4940674221,-21.3314435084,-21.5543895467,-20.8684694329,-21.1190216113,11,5,5,8,8,8,0.133676044083527,0.439772727272727,-0.647467830933333
"sp|Q9ULX6|AKP8L_HUMAN",-21.3542250303,-21.7119884068,-21.5589175289,-21.4608249951,-21.7415036675,-21.329503037,10,8,11,9,8,10,0.899685034802784,0.956199876619371,-0.0310997554666663
"sp|Q9UM54|MYO6_HUMAN",NA,NA,NA,-25.4457910005,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA
"sp|Q9UMR5|PPT2_HUMAN",NA,NA,NA,NA,-22.5351639006,NA,NA,1,1,NA,1,NA,NA,NA,NA
"sp|Q9UMS0|NFU1_HUMAN",NA,-22.6096495273,-21.7728814921,-21.9618982563,-21.8547465401,-21.6593152939,1,1,2,2,3,3,0.329403712296984,0.680769230769231,-0.365945479600004
"sp|Q9UMS4|PRP19_HUMAN",-18.8134159133,-19.173558035,-19.1471266642,-19.1828888182,-19.0720415823,-18.8558880223,31,21,29,30,25,36,0.960136890951276,0.972893341190336,-0.00776072989999932
"sp|Q9UMX0|UBQL1_HUMAN",-21.8697683308,-22.2590537605,-22.0536746825,-22.1191252435,-21.5461575728,NA,6,2,5,8,3,6,0.497762761020882,0.811495372625426,-0.228190849783331
"sp|Q9UMX5|NENF_HUMAN",-21.8823755714,NA,NA,-21.7578674695,NA,NA,2,NA,NA,2,1,1,NA,NA,NA
"sp|Q9UMY1|NOL7_HUMAN",NA,-22.5821290744,NA,NA,NA,NA,2,5,NA,3,3,2,NA,NA,NA
"sp|Q9UMY4|SNX12_HUMAN",-22.0080033858,-21.780165581,-21.1720203062,-22.8640276885,-21.3888412299,-22.7401470361,3,5,3,3,5,2,0.154984918793503,0.465781409601634,0.677608893833334
"sp|Q9UN36|NDRG2_HUMAN",-23.3792385269,-21.0206509211,-23.0918171986,-21.9290929586,-21.7312711902,NA,2,3,2,3,2,2,0.267525667053364,0.618382352941176,-0.667053474466666
"sp|Q9UN37|VPS4A_HUMAN",-22.9758703379,-23.0600230799,-22.8018723545,-22.4535389535,NA,NA,5,4,4,5,NA,4,NA,NA,NA
"sp|Q9UN86|G3BP2_HUMAN",-20.1794000064,-21.1488852225,-20.8967942118,-20.2767774265,-20.6721823677,-20.5440442567,17,11,15,13,11,11,0.491560324825986,0.806057645334636,-0.244025129933334
"sp|Q9UNE7|CHIP_HUMAN",-21.9232674385,-22.4121321368,-21.7697284715,-21.5228403846,NA,NA,4,2,3,6,1,3,NA,NA,NA
"sp|Q9UNF0|PACN2_HUMAN",-22.5644661877,-22.1786998071,-22.2449926564,-21.7496867318,-22.0002204852,-22.3271476192,8,6,8,8,10,5,0.357842082366589,0.705525197328476,-0.303701271666664
"sp|Q9UNF1|MAGD2_HUMAN",-22.6398473848,-23.7423964886,-23.1366396915,-23.3299608258,-23.3134170395,-22.9592850329,4,4,3,2,5,4,0.920173143851508,0.961409905803707,0.0279264444333336
"sp|Q9UNH7|SNX6_HUMAN",-21.7187061085,-21.9973378097,-22.1178919002,-21.0086961804,-21.429990611,-21.8709067896,8,6,5,13,6,8,0.177310614849188,0.505649717514124,-0.508114079133332
"sp|Q9UNI6|DUS12_HUMAN",-22.7008575426,-22.4935979655,-21.8078487357,-22.2075216629,-22.8696315973,-22.4688146256,2,4,4,2,1,2,0.605187354988399,0.855518112889638,0.181221214000001
"sp|Q9UNL2|SSRG_HUMAN",NA,NA,NA,-22.4916611219,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"sp|Q9UNM6|PSD13_HUMAN",-20.2726227888,-20.0564233732,-20.5954324866,-20.5175485073,-20.3567490688,-20.1087764462,16,17,17,18,17,15,0.932114704176334,0.966183574879227,0.0195317912333337
"sp|Q9UNN5|FAF1_HUMAN",-21.514706565,-20.9281977932,-21.8930953805,-21.7602910261,-21.1538857797,-21.7403522492,10,10,7,12,9,8,0.756951856148492,0.908482928546287,0.106176438766667
"sp|Q9UNP9|PPIE_HUMAN",-20.7950387122,-22.4058596785,-21.7725940369,-20.9734732926,-20.6170149233,-21.0000646938,7,6,6,9,10,9,0.0934306844547564,0.370529327610873,-0.794313172633334
"sp|Q9UNQ2|DIM1_HUMAN",-22.314317444,-20.7036027003,-20.8701920796,-21.2258205624,-21.0618975809,-20.6273347135,6,9,7,6,7,7,0.453261165893271,0.772633744855967,-0.324353122366666
"sp|Q9UNS1|TIM_HUMAN",NA,NA,NA,NA,-25.8774749143,-25.0640325691,4,1,3,4,4,6,NA,NA,NA
"sp|Q9UNS2|CSN3_HUMAN",-21.3051604965,-22.4586340608,-21.7210646129,-23.4679764938,-20.3857208721,-21.6765218801,6,8,7,6,9,6,0.959236948955916,0.972893341190336,0.0151200252666648
"sp|Q9UNW1|MINP1_HUMAN",-23.2106709296,NA,NA,-23.6597976378,-23.7107795618,-23.4866975443,3,NA,NA,1,2,1,NA,NA,NA
"sp|Q9UNX3|RL26L_HUMAN",NA,NA,-21.8690938956,NA,NA,-21.9407668293,11,9,11,12,11,13,NA,NA,NA
"sp|Q9UNX4|WDR3_HUMAN",-22.6382973387,-21.7308542869,-21.618148841,-22.0176813387,-21.4581976897,-21.9708405293,19,20,18,27,20,21,0.617577871229698,0.859983429991715,-0.1801936363
"sp|Q9UNZ2|NSF1C_HUMAN",-19.637081683,-18.9475046877,-19.1932825658,-19.5956107025,-19.7594504575,-19.486478162,18,18,19,20,22,20,0.295371664733179,0.652472527472527,0.354556795166665
"sp|Q9UPN3|MACF1_HUMAN",-25.083059838,-26.691472853,-25.3691285522,-24.7556829021,-24.7985727341,-25.7637332425,36,30,34,38,40,36,0.209708091647332,0.552290406222991,-0.608557454833335
"sp|Q9UPN6|SCAF8_HUMAN",-24.1545190011,-24.8430132537,-23.9210720754,-24.1640135855,-24.4715307445,-24.2393669872,5,5,6,6,7,6,0.94716096287703,0.968499257057949,-0.0145643376666662
"sp|Q9UPN7|PP6R1_HUMAN",-21.9907139759,-22.0414417946,-22.4807158445,-22.4096756037,-22.0271721499,-21.8526369144,6,8,9,6,8,7,0.804607453596288,0.931818181818182,-0.0744623156666684
"sp|Q9UPN9|TRI33_HUMAN",-24.8814793045,-23.1868997056,-24.4210388601,-23.2377724102,-25.0341675911,-23.399296796,6,11,9,11,9,8,0.580562790023202,0.850668968493742,-0.2727270243
"sp|Q9UPT5|EXOC7_HUMAN",NA,NA,NA,NA,-24.4868132961,-25.2935173182,3,2,2,1,3,3,NA,NA,NA
"sp|Q9UPT8|ZC3H4_HUMAN",-23.0681011766,-23.0515278269,-22.7665376365,-22.8697895758,-22.9514983698,-23.9259809688,8,8,8,8,9,7,0.439299593967517,0.76707252514558,0.287034091466669
"sp|Q9UPU5|UBP24_HUMAN",-24.1169871298,-25.1827899667,-24.0481936375,-23.9409731917,-23.9730396156,-24.5670471613,14,13,13,17,13,9,0.460762180974478,0.779141104294479,-0.288970255133332
"sp|Q9UPW6|SATB2_HUMAN",-23.6390803369,-23.2985655827,-23.5010573236,-23.7995599424,-23.9710501694,-23.356694661,4,3,5,5,5,2,0.47396244199536,0.792878635907723,0.229533843199999
"sp|Q9UPY8|MARE3_HUMAN",NA,NA,NA,-22.530778955,-22.7064343199,-23.205611338,2,1,1,4,2,1,NA,NA,NA
"sp|Q9UQ35|SRRM2_HUMAN",-21.4884137249,-21.4564567564,-21.5405839278,-21.4695152646,-21.5024452449,-21.3201528394,37,36,35,41,32,41,0.796720997679814,0.927912538435258,-0.0644470200666696
"sp|Q9UQ80|PA2G4_HUMAN",-18.5161006422,-18.1125068645,-18.2019759637,-18.2323510921,-18.2359253771,-18.2264493806,64,58,59,66,62,69,0.860796983758701,0.948602634115002,-0.0452858735333344
"sp|Q9UQB8|BAIP2_HUMAN",-24.1115344162,-24.2190565644,-24.1817778134,-23.1458909351,-22.9274402709,NA,4,6,4,5,4,4,0.00769373549883991,0.0723684210526316,-1.134123995
"sp|Q9UQE7|SMC3_HUMAN",-21.4334263084,-21.3656579352,-21.189631356,-21.8326581193,-21.859429374,-21.8202031314,22,20,23,26,21,20,0.106303654292343,0.404255319148936,0.507858341699997
"sp|Q9UQR0|SCML2_HUMAN",-23.6184810383,-23.4632012877,-22.684072138,-21.8729370469,-23.4948183518,-23.289497834,5,7,6,8,7,8,0.414854408352668,0.75177304964539,-0.369500410433332
"sp|Q9Y221|NIP7_HUMAN",-20.6715958513,-20.6264702087,-20.8578249948,-20.1081019638,-20.0759256972,-20.1440832496,6,3,3,4,3,4,0.0617655162412993,0.296428571428571,-0.60926004806667
"sp|Q9Y223|GLCNE_HUMAN",NA,-24.3296271459,NA,-23.8858100444,-24.0128002038,-24.4878040897,2,3,4,5,1,4,NA,NA,NA
"sp|Q9Y224|RTRAF_HUMAN",-20.1241211219,-19.8624202453,-20.0168311488,-19.6886302176,-21.3246557839,-20.6128515534,11,10,9,15,9,9,0.220757395591647,0.558798999165972,0.540921679633332
"sp|Q9Y230|RUVB2_HUMAN",-19.4830354467,-19.7880558457,-19.8046584094,-19.113017264,-19.3581936138,-19.4570846994,31,25,28,35,31,33,0.233889211136891,0.57556270096463,-0.3824847082
"sp|Q9Y237|PIN4_HUMAN",-20.6086595721,-21.5810487595,-20.0319438228,-20.761345529,-22.2289481091,-20.4322832967,4,4,4,3,4,5,0.419026972157773,0.75177304964539,0.400308260133336
"sp|Q9Y244|POMP_HUMAN",-19.5416699676,-20.2475402781,-20.1538610802,-19.644285495,-19.8957521093,-19.8659252776,4,3,4,4,4,5,0.57877972737819,0.850668968493742,-0.179036148000002
"sp|Q9Y248|PSF2_HUMAN",NA,NA,NA,-22.6832180743,NA,NA,1,NA,1,3,2,NA,NA,NA,NA
"sp|Q9Y262|EIF3L_HUMAN",-21.0098377824,-20.956355687,-21.0472561116,-21.2300454948,-20.456303952,-21.2524389957,14,15,17,16,20,18,0.922648056844548,0.96206373292868,-0.0248870461666648
"sp|Q9Y263|PLAP_HUMAN",-22.5248790167,-23.3430034437,-23.3394213194,-22.7855642524,-23.2310530925,-24.2205365557,9,10,6,5,7,7,0.419056554524362,0.75177304964539,0.343283373600002
"sp|Q9Y265|RUVB1_HUMAN",-18.8062386162,-18.3079395361,-18.5966506678,-18.5172206256,-18.4865491943,-18.5062726027,40,42,38,44,42,39,0.808497534802784,0.932391523713421,-0.0669287991666643
"sp|Q9Y266|NUDC_HUMAN",-18.9502112572,-18.8372437835,-18.738587197,-18.9728808544,-18.8364148528,-19.3581148435,44,40,43,44,40,36,0.485709541763341,0.803157375431672,0.213789437666666
"sp|Q9Y276|BCS1_HUMAN",NA,NA,NA,NA,NA,-23.2143982621,NA,3,4,1,1,2,NA,NA,NA
"sp|Q9Y277|VDAC3_HUMAN",-19.5109213568,-19.5072598288,-19.2910495487,-19.2690817432,-19.5952264067,-19.2064769741,14,14,12,13,11,14,0.774325261020882,0.916144745998608,-0.0794818701000004
"sp|Q9Y285|SYFA_HUMAN",-19.5985137594,-20.0512196776,-19.5223679357,-19.5075537782,-19.725609962,-19.2230533466,20,20,18,19,18,24,0.462856003480278,0.781855249745158,-0.238628095299998
"sp|Q9Y289|SC5A6_HUMAN",-24.2766648385,NA,NA,-24.401773836,NA,NA,2,2,1,5,4,3,NA,NA,NA
"sp|Q9Y294|ASF1A_HUMAN",-22.7748342819,-20.5287348746,-21.3541394462,-20.8445763872,-21.2156195986,-21.1958304705,3,6,5,4,5,6,0.33845939675174,0.69046114971573,-0.467227382133334
"sp|Q9Y295|DRG1_HUMAN",-20.1843085662,-21.3569163415,-20.4054506239,-21.3437678629,-20.4553031431,-20.011361111,14,10,7,12,9,16,0.896429379350348,0.956199876619371,-0.0454144715333307
"sp|Q9Y296|TPPC4_HUMAN",NA,NA,NA,NA,NA,-23.1586578051,4,NA,1,3,NA,2,NA,NA,NA
"sp|Q9Y2A7|NCKP1_HUMAN",NA,-23.6920629338,-24.7376509912,-22.5853131836,-23.9992395018,-23.3605644561,5,6,7,9,5,5,0.0950609048723898,0.374468085106383,-0.899817915333333
"sp|Q9Y2B0|CNPY2_HUMAN",-20.4534797155,-20.2885216558,-20.9217491198,-20.2455035786,-21.602984592,-20.5214779114,11,6,6,7,7,7,0.552333381670534,0.83996383363472,0.235405196966667
"sp|Q9Y2K7|KDM2A_HUMAN",NA,NA,-24.1980975871,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA
"sp|Q9Y2L1|RRP44_HUMAN",-23.9120377456,-24.4480854113,-22.5263617911,-22.0855987586,-22.4582904239,-24.5884880319,8,7,7,14,9,10,0.325255220417633,0.674388674388674,-0.584702577866668
"sp|Q9Y2P8|RCL1_HUMAN",-23.4496841529,-22.7217242441,-23.0135307225,-23.5919918906,NA,-22.9296867507,4,5,4,5,6,7,0.584236513921114,0.850668968493742,0.199192947483333
"sp|Q9Y2Q3|GSTK1_HUMAN",-19.8795655588,-22.3531182855,-20.4750172747,-20.7025664913,-20.1466818178,-20.5537028678,9,5,7,9,5,8,0.399051914153132,0.742338251986379,-0.434916647366666
"sp|Q9Y2Q5|LTOR2_HUMAN",-20.9099376195,-20.6576355978,-20.6373411416,-21.4518233983,-21.3789573297,-21.3496709059,3,3,3,2,3,1,0.0519683874709977,0.276639344262295,0.658512425000001
"sp|Q9Y2Q9|RT28_HUMAN",-22.7730297916,NA,NA,NA,-22.4214231156,NA,5,1,2,2,3,2,NA,NA,NA
"sp|Q9Y2R0|COA3_HUMAN",NA,NA,NA,NA,-21.8509584918,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"sp|Q9Y2R4|DDX52_HUMAN",-24.1723553355,-23.9866611051,NA,NA,-23.6545866983,NA,4,1,0,NA,2,0,NA,NA,NA
"sp|Q9Y2R5|RT17_HUMAN",-19.4071841956,-20.0803533056,-20.3463973325,-20.069594217,-20.0127670179,-21.0636366816,5,3,4,4,2,1,0.293728683294664,0.646249139710943,0.437354360933334
"sp|Q9Y2R9|RT07_HUMAN",-21.1764024102,-21.1235980484,-20.7138361508,-21.824472142,NA,-22.3228398817,8,5,4,7,2,4,0.0192589907192575,0.143884892086331,1.06904380871666
"sp|Q9Y2S7|PDIP2_HUMAN",-22.1250937824,-21.4117604915,-21.9459577082,-21.9507837423,-21.892301347,-21.4486523966,5,5,3,7,6,9,0.836257395591647,0.943458251150559,-0.0636914987333341
"sp|Q9Y2T2|AP3M1_HUMAN",-24.1106508143,-23.5134599512,-23.4225563948,-22.1800488847,-22.490679765,-21.5880442015,5,4,7,6,6,8,0.00518909512761021,0.0619469026548673,-1.5959647697
"sp|Q9Y2V2|CHSP1_HUMAN",-21.8657905799,NA,-21.0855857107,-20.8213659062,NA,-20.9781916108,3,1,3,3,3,3,0.172991009280742,0.49759846301633,-0.575909386799999
"sp|Q9Y2W1|TR150_HUMAN",-20.9030634911,-20.8740371094,-21.1023484514,-20.6943273633,-21.287683716,-20.8180711974,22,22,20,28,19,24,0.914492459396752,0.959389312977099,-0.0264555917333311
"sp|Q9Y2W2|WBP11_HUMAN",-21.5559867192,-21.3296496722,-21.4460148157,-21.6009347002,-21.362403853,-21.8810048901,11,10,10,12,12,14,0.568882250580046,0.842756183745583,0.170897412066669
"sp|Q9Y2X3|NOP58_HUMAN",-20.5152098108,-20.8222287022,-20.6162516334,-20.8203170111,-20.390494483,-20.3431522966,13,13,14,15,20,18,0.655938950116009,0.87519747235387,-0.133242118566667
"sp|Q9Y2Y0|AR2BP_HUMAN",NA,NA,NA,-22.111680557,NA,NA,1,NA,1,3,1,2,NA,NA,NA
"sp|Q9Y2Z0|SGT1_HUMAN",-20.331421343,-20.3906570808,-19.7045723151,-20.1012805298,-20.0706171825,-19.8128644458,13,13,14,16,14,16,0.644988399071926,0.874148296593186,-0.147296193599999
"sp|Q9Y2Z4|SYYM_HUMAN",NA,NA,NA,NA,-22.9679872009,NA,NA,NA,1,NA,2,1,NA,NA,NA
"sp|Q9Y303|NAGA_HUMAN",NA,NA,NA,-23.7584705023,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
"sp|Q9Y305|ACOT9_HUMAN",-22.208746861,NA,NA,NA,NA,-22.567929909,5,3,3,2,3,6,NA,NA,NA
"sp|Q9Y312|AAR2_HUMAN",-21.9577809773,NA,NA,-22.5331215415,-22.1927400579,-22.2331988728,3,1,NA,3,2,4,NA,NA,NA
"sp|Q9Y314|NOSIP_HUMAN",-19.893833638,-19.5844670806,-20.2153150837,-20.6007989044,-19.6567646323,-20.5090025962,10,9,10,10,9,11,0.346844257540603,0.696218226906386,0.357650110200002
"sp|Q9Y316|MEMO1_HUMAN",NA,-21.0122018301,-20.9241100998,-21.7205534119,-22.415894397,-22.3255285901,2,6,4,3,3,2,0.0145784512761021,0.130252100840336,1.18583616805
"sp|Q9Y324|FCF1_HUMAN",NA,NA,NA,-22.7199427338,NA,NA,1,1,1,1,1,1,NA,NA,NA
"sp|Q9Y333|LSM2_HUMAN",-19.309238237,-19.9234166094,-19.9781784063,-19.0271957834,-18.5542988364,-19.3841724426,6,3,4,8,8,6,0.0732449245939675,0.330049261083744,-0.748388730099997
"sp|Q9Y371|SHLB1_HUMAN",-21.8067261679,NA,-23.4236242548,-22.3597232346,NA,-22.2236880249,5,3,2,6,2,4,0.529968097447796,0.830641439778496,-0.323469581600001
"sp|Q9Y376|CAB39_HUMAN",-22.6023977986,-21.8539696276,-22.3241026919,-22.5390744489,-23.7599856289,-22.4458566134,11,6,8,12,7,9,0.150401972157773,0.462809917355372,0.654815524366668
"sp|Q9Y383|LC7L2_HUMAN",-20.7749721413,-20.0362783607,-20.3433875393,-20.4615855399,-20.3407761347,-19.9576811777,27,21,21,29,25,28,0.685419953596288,0.885627144491041,-0.131531729666666
"sp|Q9Y3A4|RRP7A_HUMAN",-21.1634004406,-21.0521295834,-21.8414924112,-21.4491111649,-21.4409100587,-22.6664628542,4,6,4,6,5,5,0.250020446635731,0.596786534047437,0.499820547533332
"sp|Q9Y3A5|SBDS_HUMAN",-20.8154463864,-20.4147065294,-20.5929969449,-20.6312362511,-20.8708534952,-20.7492408107,11,9,12,10,10,12,0.617780017401392,0.859983429991715,0.142726898766668
"sp|Q9Y3B2|EXOS1_HUMAN",-21.3147335628,-20.9806957837,-20.6313202254,-21.2460042977,-21.3621844721,-21.9300917143,6,4,5,3,3,4,0.162826856148492,0.473526473526474,0.537176970733334
"sp|Q9Y3B4|SF3B6_HUMAN",-19.7961480401,-19.4076861345,-19.2648533462,-20.5473433118,-19.766328875,-19.4345065215,5,5,8,2,5,5,0.277241009280742,0.634129213483146,0.426497062500001
"sp|Q9Y3B7|RM11_HUMAN",-21.1688286722,-22.0168562349,NA,-21.4072775107,-21.8359481569,-22.460584056,6,6,7,4,6,5,0.462566125290023,0.781744008159102,0.308427454316668
"sp|Q9Y3B8|ORN_HUMAN",-22.014328795,NA,NA,-23.1595468585,-21.4365557814,-22.725255273,5,4,5,4,6,3,NA,NA,NA
"sp|Q9Y3B9|RRP15_HUMAN",-23.0509198307,NA,NA,NA,NA,NA,2,NA,2,1,1,2,NA,NA,NA
"sp|Q9Y3C1|NOP16_HUMAN",-20.8220248524,-19.525148039,-20.9857677556,-20.3286125744,-19.8633639548,-20.0904851458,6,7,5,6,5,4,0.404025957076566,0.748314606741573,-0.350159657333332
"sp|Q9Y3C4|TPRKB_HUMAN",NA,NA,NA,-21.0111992621,NA,-21.6325545029,1,1,1,2,1,3,NA,NA,NA
"sp|Q9Y3C6|PPIL1_HUMAN",-20.0557543594,-21.3551945046,-20.1418819712,-19.9239281309,-20.4796347467,-19.9165047863,9,2,6,12,4,6,0.327020881670534,0.675449871465296,-0.410921057100001
"sp|Q9Y3C8|UFC1_HUMAN",-22.6048139448,NA,-22.3017618384,-22.4710362939,-22.3303931443,NA,2,3,5,3,5,3,0.848124709976798,0.945076373090673,-0.0525731724999972
"sp|Q9Y3D0|CIA2B_HUMAN",-19.7078052945,-19.6182039721,-19.6415172845,-19.5701000551,-19.0818008405,-19.5445831121,3,3,3,3,4,3,0.408510150812065,0.751396648044693,-0.257014181133336
"sp|Q9Y3D3|RT16_HUMAN",-21.2971492684,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,NA,NA,NA
"sp|Q9Y3D5|RT18C_HUMAN",NA,NA,-22.0147470459,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA
"sp|Q9Y3D6|FIS1_HUMAN",-20.4561714852,NA,NA,-20.7307962247,-22.0320176954,-22.1259667929,4,NA,1,4,2,2,NA,NA,NA
"sp|Q9Y3D7|TIM16_HUMAN",-21.4211429865,-20.3197641351,-20.787061915,-20.4647070738,-20.2317138122,-20.2955983023,1,3,3,2,2,3,0.1925,0.525316455696203,-0.511983282766668
"sp|Q9Y3D8|KAD6_HUMAN",-21.6411049595,NA,NA,-22.4834319378,-20.9206354285,-22.4167878699,2,1,2,3,4,3,NA,NA,NA
"sp|Q9Y3D9|RT23_HUMAN",-21.6591475622,-20.3893057111,-22.6488263742,-21.122226154,-20.6716161002,-22.1193464916,4,8,2,6,6,5,0.598460701856149,0.853503184713376,-0.2613636339
"sp|Q9Y3E1|HDGR3_HUMAN",NA,-22.7255726638,-21.2737714061,NA,NA,NA,1,2,3,1,1,2,NA,NA,NA
"sp|Q9Y3E5|PTH2_HUMAN",-19.8610627855,-19.1458441398,-19.7317354613,-19.9528731923,-20.4078745489,-19.3851797094,5,6,5,4,6,5,0.381074680974478,0.724867724867725,0.335761687999998
"sp|Q9Y3F4|STRAP_HUMAN",-19.1900871802,-19.4742491701,-19.5005716757,-19.6355179867,-19.5059564384,-19.2664250919,22,15,22,23,18,20,0.771847012761021,0.915212840195394,0.080997163666666
"sp|Q9Y3I0|RTCB_HUMAN",-19.8986839218,-19.7792722684,-19.7168565063,-19.6039690177,-19.6253947177,-19.3070304135,20,19,20,24,20,26,0.339375145011601,0.691682301438399,-0.286139515866665
"sp|Q9Y3I1|FBX7_HUMAN",-24.1181175238,-24.0538643944,-23.8085988879,NA,-22.8828473321,NA,4,1,2,1,4,1,NA,NA,NA
"sp|Q9Y3Q8|T22D4_HUMAN",-22.2987439157,-20.9834588053,-22.2634720334,NA,-21.748948491,-22.1508490733,3,5,5,1,4,4,0.804003770301624,0.931818181818182,0.101340530683334
"sp|Q9Y3T6|R3HC1_HUMAN",NA,NA,NA,-23.9426141749,-23.924221115,NA,1,NA,NA,1,1,NA,NA,NA,NA
"sp|Q9Y3T9|NOC2L_HUMAN",-23.4321392585,-22.5853605709,-22.4381173868,-22.1531124067,-23.4617345362,-24.3471634732,11,9,10,14,7,7,0.32066560324826,0.671447196870926,0.502131066633332
"sp|Q9Y3U8|RL36_HUMAN",-20.8899471228,-19.7045390563,-20.6173051921,-19.0871193445,-19.8795354578,-19.6271544467,7,6,7,8,6,6,0.0605098607888631,0.294871794871795,-0.872660707400001
"sp|Q9Y3X0|CCDC9_HUMAN",-23.962330356,-23.5346146488,NA,NA,NA,NA,3,4,2,3,3,1,NA,NA,NA
