"","protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"4203","sp|Q9UER7|DAXX_HUMAN",1,1,1,NA,2,NA,21.642692622649,22.0294641689843,21.5407853749017,21.5384774065929,21.4556327467338,21.4397785190809,0.122869783457867,1
"4204","sp|Q9UKI8|TLK1_HUMAN",1,NA,1,3,1,NA,19.9132815191414,20.7259967050286,20.5765209016055,20.2289523871908,20.5753043709852,20.6088557956544,0.166232698713899,1
"4205","sp|Q9UMY1|NOL7_HUMAN",3,NA,2,1,1,3,22.8896845184838,23.4674341557901,21.1359315592325,23.4566913041059,24.313985991499,23.8584193063848,0.814314232355167,1
"4206","sp|P53914|NAT10_YEAST",3,1,1,1,1,NA,21.3933854818303,21.0381487199387,21.9942443134494,20.236778593991,21.2714375230414,20.7179315721014,-0.888736144096666,0.191149917412024
"4207","sp|Q8WVM0|TFB1M_HUMAN",2,1,1,1,1,2,22.0152831763772,22.6157355910514,21.7035768667516,21.4704295029644,21.770850172655,23.0688992872055,0.555118055145834,0.892717778233325
"4208","sp|Q9Y223|GLCNE_HUMAN",NA,NA,NA,NA,2,2,19.2725352489804,20.1798107078399,20.0152474469638,19.8402579417323,20.0984559064658,20.1641111430631,0.265980396741765,0.623215935721297
"4209","sp|O95834|EMAL2_HUMAN",3,NA,NA,1,2,1,22.3000075608895,22.2232947040789,22.5837499722544,22.0191836493008,22.2010724604016,21.9176013505914,-0.3082500965248,1
"4210","sp|Q9NXF7|DCA16_HUMAN",1,2,1,1,1,3,21.939354306526,22.2464786560369,22.7684787542743,22.0660481193894,22.1994093535443,22.6891760317021,0.0314867975945994,1
"4211","sp|P33324|YKJ1_YEAST",1,1,2,NA,1,NA,21.1448063420704,21.7976848751116,20.25965491283,23.8141149793341,21.6262651549633,20.0183643986286,0.866479281070199,0.979074920086611
"4212","sp|P55039|DRG2_HUMAN",1,NA,NA,2,2,NA,21.6139376951466,21.4072359914299,18.9480417260414,22.5950938843217,22.2797175466985,21.6418310423323,0.9341546500658,0.796060635387423
"4213","sp|P47133|EMC2_YEAST",2,2,1,1,1,1,21.3694399965817,22.7195929105379,22.8003144910409,22.4133751034711,21.8842868030847,21.3477607092309,0.142229144177534,1
"4214","sp|P31146|COR1A_HUMAN",3,NA,NA,3,2,NA,21.5124079727292,21.7099465367769,21.8362258765726,21.5834202535082,21.7094255774138,21.7901635243998,0.00849029598976851,1
"4215","sp|O96028|NSD2_HUMAN",NA,NA,1,NA,NA,3,21.3734756057588,21.2123969347734,21.13308606931,20.8677389287074,21.4246860664334,21.5597762885141,-0.0971118631690994,1
"4216","sp|Q9BZL1|UBL5_HUMAN",2,1,3,1,1,1,23.9733850455318,23.5368662556088,24.2246999089194,23.9498974024175,24.0352949742912,22.9446085892196,-0.600669227165501,0.880498506822762
"4217","sp|Q5JVF3|PCID2_HUMAN",NA,2,1,2,1,2,20.8428394555892,21.0786350703239,21.8460814303996,21.4634660012761,21.6350465091692,21.8648713379463,0.027668338129434,1
"4218","sp|Q9NXX6|NSE4A_HUMAN",2,1,NA,2,1,NA,21.1586565269216,21.7026076099663,21.8017941916035,22.0980931417862,21.7901342846637,23.1797366131309,0.743284120564867,0.346740788321362
"4219","sp|Q9BVC4|LST8_HUMAN",2,1,1,2,2,2,20.4682567323755,20.3827087153031,21.0837419268039,20.7732573466911,21.1784531689058,21.2595688666703,-0.104972299806901,1
"4220","sp|P43639|CSK2B_YEAST",2,2,1,1,1,1,21.2257478778949,20.118284146035,21.7862641428912,21.1153583592828,21.3294094459187,21.3413810502793,-0.588799303702566,0.806832785353072
"4221","sp|Q96QD8|S38A2_HUMAN",NA,NA,2,1,1,2,19.7942967728383,20.5842373497209,21.1154536159154,20.4308435144533,21.1922711392022,20.7852864260655,-0.100551412572067,0.998539328928335
"4222","sp|Q08179|MDM38_YEAST",1,1,2,NA,NA,1,21.0103290184389,19.5458743928394,21.3465310465103,20.4399229300228,21.731353423908,20.5950254571956,-1.16913023626647,0.0951277982139448
"4223","sp|P0A7X3|RS9_ECOLI",NA,NA,1,1,1,3,20.6189774517584,22.6928876754029,20.6583125072046,22.5904885984222,20.9486903612405,22.7783946145323,1.94526352271797,0.0147876817617293
"4224","sp|P52490|UBC13_YEAST",2,1,2,1,1,1,22.757138997382,21.7490546108034,23.0849867573096,21.6868008878253,23.0865776481873,21.8852508163931,-1.20253236261903,0.0448962210737597
"4225","sp|Q4G0F5|VP26B_HUMAN",2,3,2,2,2,2,21.7133694177731,21.2487066197863,21.5084723118887,21.8981849912852,22.2508769498062,22.1135460155048,-0.0707603509639014,1
"4226","sp|P50479|PDLI4_HUMAN",1,NA,2,1,NA,2,21.3626638259927,21.5513525947846,21.6442233328936,21.5084358002219,21.901393752929,21.9352538215412,0.0289204349107995,1
"4227","sp|P39265|ALSB_ECOLI",1,NA,1,2,1,2,20.5416545003371,21.8327108997104,20.7779706170222,21.84359753942,20.6396370292342,22.0495933331794,1.25554654190543,0.0378992988972001
"4228","sp|P53043|PPT1_YEAST",3,NA,1,NA,NA,1,24.6101591878373,23.6909481420215,25.1761923277955,24.2694200712289,25.0897551463212,24.5001857835774,-0.805184221708733,0.31308938196469
"4229","sp|O95229|ZWINT_HUMAN",1,1,2,2,1,1,21.4606101251339,21.4911044336137,21.656223861016,21.7136524913437,21.9455699300819,22.1087145922553,0.0836892003269677,1
"4230","sp|Q96CP2|FWCH2_HUMAN",2,2,2,2,2,2,20.8780750551623,20.7605173303402,21.4812310871291,21.1485929498867,21.3744483861933,21.3700575821508,-0.151528888702333,1
"4231","sp|Q9NVN8|GNL3L_HUMAN",1,1,2,1,NA,2,21.8243643674215,21.2018061027285,21.9634504342727,21.8452359129789,22.0694754994522,22.2540805489938,-0.185389245481732,1
"4232","sp|Q12768|WASC5_HUMAN",1,1,1,2,2,2,20.6016035079854,20.8369567335526,21.0408243080271,20.6194152495892,21.1408759424251,21.2326340589811,-0.0314325721049009,1
"4233","sp|P82914|RT15_HUMAN",1,2,NA,2,2,2,21.6663202370632,21.6452021446091,22.1406366449417,21.8860917294567,21.9806413173666,22.1408679872796,-0.0384787793420334,1
"4234","sp|Q7Z7K0|COXM1_HUMAN",2,1,2,1,2,2,20.4562265571729,20.6071086868333,21.2422935996508,21.0875418297078,21.9857240911706,21.8850367399985,-0.0348523304849001,1
"4235","sp|P47031|IML2_YEAST",3,NA,1,NA,1,NA,22.9232808725856,21.7985616827504,22.2561996165898,20.1511940322203,22.379670400206,21.651430585084,-1.31932152977557,0.219493178580095
"4236","sp|Q14181|DPOA2_HUMAN",NA,1,2,NA,1,3,20.8740262102455,20.7637215577505,22.3773861002847,21.7798747204825,21.9734873498551,21.8116398635155,-0.289887839545601,1
"4237","sp|P25374|NFS1_YEAST",2,1,2,NA,NA,1,23.5787374203432,20.1077687715156,23.8790190069823,20.4005624864126,23.8440345890563,22.8511672266726,-2.647430843927,0.0329903133430591
"4238","sp|Q8WUZ0|BCL7C_HUMAN",1,1,1,2,1,1,21.4062053947561,21.1870197514673,22.0124397220961,21.6080820859686,21.9648980018956,21.8645076233874,-0.241311219308167,1
"4239","sp|P68679|RS21_ECOLI",NA,NA,NA,1,2,2,22.6588865593214,22.9233905101048,22.9745315250631,23.4573169969899,23.4866971949146,24.0746246230936,0.445072283629733,0.788854903772291
"4240","sp|Q9Y6M9|NDUB9_HUMAN",2,NA,NA,2,NA,NA,21.7103970979714,21.2323114213948,22.117707774085,21.6239526912536,20.7195939549344,20.49530963579,-0.398708359517466,0.979074920086611
"4241","sp|Q7Z4Q2|HEAT3_HUMAN",2,1,1,1,1,2,20.8861020623595,22.0118709721742,22.1577549229232,20.7227620960978,21.1477578423833,21.1901520143772,-0.0889432483389333,1
"4242","sp|P29295|HRR25_YEAST",2,2,NA,1,NA,NA,21.4219491089704,20.9003651971573,22.0256473531862,21.505160744027,21.9120118065952,21.7938585721229,-0.386741251814867,1
"4243","sp|Q9H939|PPIP2_HUMAN",2,1,NA,2,1,NA,21.522093344366,21.5045364321216,21.8859229159697,22.9848328581136,21.9822523117321,21.823273058817,0.307457925661467,1
"4244","sp|P47119|ITPA_YEAST",2,NA,2,1,1,1,21.9945821893702,22.0558780087305,21.8600239827826,20.1405087121438,23.2249914393011,20.3748602545799,-1.50278354533323,0.310533981620773
"4245","sp|O43502|RA51C_HUMAN",NA,NA,2,1,1,2,20.5546314734718,20.4845037024756,20.9940676610685,20.700064063362,21.1588809926443,21.1567122129081,-0.122100049479633,1
"4246","sp|P32019|I5P2_HUMAN",NA,1,NA,3,NA,NA,20.2471271253429,22.1984411445398,22.0723153284354,20.8829544771431,20.4865637740318,21.0606815855578,0.445356993143533,0.860716463146927
"4247","sp|Q8ND24|RN214_HUMAN",2,NA,1,2,2,NA,20.7994766934077,20.4742138087691,21.1011932986525,21.1285486705418,21.6425462156298,21.5223940353006,-0.139353231026167,1
"4248","sp|P03872|REP2_YEAST",2,2,1,NA,NA,1,20.7083943561623,20.110068423345,20.6344386231065,20.0016880467874,20.9156636914844,19.9029807035201,-0.747919832366902,0.0645053926151827
"4249","sp|P38820|UBA4_YEAST",1,3,1,NA,NA,NA,22.4343009105066,21.0838561702436,22.791349521528,19.4622668473008,22.6206923590602,19.7643824476785,-2.51194577529063,0.0218053868723905
"4250","sp|Q04773|YMW4_YEAST",2,3,2,1,NA,3,22.8556932599826,21.8265740889921,23.2060506068517,21.4561094694771,22.8801952056953,21.8339909588104,-1.27508818508333,0.0443461353779054
"4251","sp|P53925|YNL5_YEAST",1,1,2,1,1,NA,19.7980140989907,18.4392479009223,20.3098679343285,20.9155044158529,20.7209473753671,19.2276911444902,-0.748795315806966,0.262012115023918
"4252","sp|Q96JP5|ZFP91_HUMAN",1,1,1,1,1,2,20.38786745244,20.2316202305746,20.8697502726057,20.3839842489456,20.5981308954908,20.6765270180094,-0.187872374335634,1
"4253","sp|Q9GZN8|CT027_HUMAN",1,NA,1,1,1,2,21.2770708293087,21.7198407246452,21.8749074507321,21.8818567753166,22.0053946282135,22.1704038745309,0.204909488746133,0.911860353783605
"4254","sp|Q8WYQ5|DGCR8_HUMAN",1,2,1,NA,1,3,22.1025686191251,21.4644238514763,22.6534923883289,22.4599022114886,22.9946959478696,22.746499559786,-0.359977110857567,1
"4255","sp|O14908|GIPC1_HUMAN",2,1,2,2,2,1,20.6395310497282,20.7548436777705,20.6861319138618,20.8930084507002,21.2552759964502,21.162232113861,0.0763817607638326,0.998539328928335
"4256","sp|Q96IV0|NGLY1_HUMAN",1,2,NA,2,1,1,21.4060205775344,21.466874557198,21.5338325451553,21.1400449386648,21.514403450367,21.2306596284927,-0.205559149567065,0.998197585546983
"4257","sp|P38217|IMB2_YEAST",1,2,2,1,1,1,21.6569725123422,21.5725057173715,22.4485519139197,21.4393246525863,22.3628021226463,21.7447612774372,-0.570578300504401,0.868891906142285
"4258","sp|Q7Z7C8|TAF8_HUMAN",1,1,1,2,2,1,21.1520102823019,21.176019101508,21.7003615036031,21.4061472525648,21.7378695269089,21.7195394364239,-0.0961785074390669,1
"4259","sp|Q14554|PDIA5_HUMAN",2,NA,1,3,NA,1,21.6374762691952,21.6382368095102,21.4809055493042,21.4901351213577,21.8740305267651,21.6218403822859,-0.0807333440369007,1
"4260","sp|P82932|RT06_HUMAN",NA,1,3,NA,1,NA,23.1184737981455,23.6244433039486,23.5907711430316,23.4430935359904,23.6179154623156,23.5587542097528,0.0997102153996986,1
"4261","sp|P0A7E5|PYRG_ECOLI",NA,NA,NA,1,2,3,20.1359312461958,21.4312619212041,20.8788227091359,21.450369814419,20.7172434029986,21.7480257399681,0.965886705753633,0.0846008558535311
"4262","sp|Q9NV56|MRGBP_HUMAN",2,2,2,2,2,2,20.9872405883537,20.9411033227448,21.4265596068228,21.3310412984585,22.0855311343847,21.6208862946535,-0.202100137901465,1
"4263","sp|Q96DM3|RMC1_HUMAN",1,NA,2,2,NA,2,20.4397816889231,20.5808690151608,20.273679799954,20.3942967803324,20.5356854510645,20.7570612490845,0.161026701545367,0.905817158409712
"4264","sp|Q01560|NOP3_YEAST",2,1,2,1,2,NA,23.0139288355807,21.5678022317909,23.5187231418877,22.265051126023,23.7564091153615,22.6894732764632,-1.25557815285093,0.0986161694408904
"4265","sp|Q12176|MAK21_YEAST",NA,3,2,NA,NA,1,20.1296609754707,19.8044780781305,20.29575688546,19.3078917408123,20.8824885715216,19.8684640665808,-0.775690848976234,0.0451649476934545
"4266","sp|Q7Z4H7|HAUS6_HUMAN",NA,NA,NA,2,NA,2,21.8489959326512,21.1749439637241,22.4042998887426,21.5191675891423,23.5475816676206,21.3069692201903,-1.26659890531923,0.193131174272222
"4267","sp|P51159|RB27A_HUMAN",2,2,2,1,NA,1,24.2923304804183,21.7935781079328,22.6773746909838,22.4143555559076,22.6700921539292,22.395890757098,-1.01199096813097,0.620813795508704
"4268","sp|Q9NWX6|THG1_HUMAN",2,2,2,2,1,1,21.9848293821044,21.7564510597347,22.3406743328476,22.1234222247106,22.3632633277362,22.4519967269162,-0.1189656771089,1
"4269","sp|Q9NUD5|ZCHC3_HUMAN",1,1,1,2,2,1,21.3407808038843,21.2049904644571,22.0742105655773,21.7578216234362,21.934066865952,22.4952636436336,0.0363391653710998,1
"4270","sp|Q5RI15|COX20_HUMAN",NA,NA,2,1,1,NA,21.6051884207537,21.6286706944649,21.4603699009566,21.6474838985333,22.0189755687093,22.0185808799247,0.0700671941677662,1
"4271","sp|P40081|MGDP1_YEAST",2,2,2,NA,NA,1,21.2208007532646,19.9603073555116,21.8803188177195,20.6430850611737,22.0523824763907,21.544582928055,-1.0018422342115,0.429505456784818
"4272","sp|P32610|VATD_YEAST",1,1,2,1,1,2,22.6646116664367,22.3660107857202,23.5259888470735,22.5360629107818,23.5498364779671,23.2339548908505,-0.534802801374932,1
"4273","sp|P45577|PROQ_ECOLI",NA,NA,NA,2,1,NA,20.0539706125059,22.0574966788642,20.6546349360323,21.9357868779196,20.952963367113,21.0804021533774,1.13737226483667,0.118539495509136
"4274","sp|Q9H6R0|DHX33_HUMAN",NA,NA,1,NA,2,2,21.8189388395021,22.3761703106005,22.4388930997222,22.282192117416,22.6050150910421,22.4699124154156,0.0884759377218991,1
"4275","sp|Q9UNI6|DUS12_HUMAN",1,2,1,NA,1,2,21.1077247202167,21.5178524542793,21.3918448353351,21.0427314548441,21.216313509389,20.9679544430364,-0.0624482375936672,1
"4276","sp|Q8IY37|DHX37_HUMAN",1,2,1,NA,1,2,21.3499348958628,21.3012170709391,21.9745661836927,21.3704321307948,21.8051797171834,21.8613118550792,-0.198906579975266,1
"4277","sp|O60508|PRP17_HUMAN",NA,1,2,3,1,1,19.8275079456817,21.3983193995657,21.6433972395521,20.8624911275797,21.5368726568559,21.7745319184485,0.3425215345014,1
"4278","sp|Q96NC0|ZMAT2_HUMAN",1,NA,1,NA,1,2,20.1898156568421,20.2646542033472,20.6621721134409,20.8152047273585,21.1397870835415,21.1195535275854,0.0692125348221992,1
"4279","sp|Q0PNE2|ELP6_HUMAN",2,1,2,1,3,1,21.5068022274155,21.3529006810238,21.9161340416558,21.3421609567199,21.5457195994911,21.8770939668777,-0.132166754646999,0.990198241258244
"4280","sp|P00579|RPOD_ECOLI",NA,NA,NA,NA,3,1,19.3475900116852,20.8760465281539,21.4345031381384,21.5641701950034,21.7911432101892,21.8317307354528,0.566237032865767,0.808555981899893
"4281","sp|P05362|ICAM1_HUMAN",2,3,2,2,1,1,20.5419302434156,20.8393823866572,21.2643715816686,21.677639217876,22.453495967169,22.2191024776126,0.1587754299642,1
"4282","sp|P64581|YQJD_ECOLI",1,NA,1,1,2,NA,22.7074414970762,23.7669892289586,23.0620276863899,23.9624985555572,23.0981702650304,24.3749979228406,1.0789487529533,0.0609210704108782
"4283","sp|Q7Z422|SZRD1_HUMAN",1,2,2,2,2,1,21.8712689766849,21.6056866983451,22.2779837260416,21.929438300799,22.2612785988431,22.1830495407991,-0.2307855872088,1
"4284","sp|O60826|CCD22_HUMAN",1,NA,NA,2,1,NA,20.404467515261,20.8889639271236,20.6400006122399,20.583620871036,20.8990214446365,20.9625373029031,0.163877509641768,1
"4285","sp|Q96HR8|NAF1_HUMAN",NA,NA,2,NA,2,2,21.9493985693765,21.9280319796357,21.0618530460389,21.475761628116,21.7624013022229,21.7799319139536,0.136690868022333,1
"4286","sp|Q96ES7|SGF29_HUMAN",NA,2,NA,1,2,NA,21.0857003390106,21.4369685690269,21.7019253064454,21.4624158998614,21.8989752387935,21.6573468014148,-0.0432898713154669,1
"4287","sp|P36081|PSG1_YEAST",1,2,2,1,1,1,22.2660903656643,21.1051821507007,22.6598713690659,21.7873390559816,22.5649828066971,22.7896765160296,-0.602915606238466,1
"4288","sp|O60925|PFD1_HUMAN",1,2,2,1,2,2,22.892174707638,23.0318862601405,23.504352032083,23.3211692454776,23.6889500975193,23.7766907488614,0.0147564724130677,1
"4289","sp|Q8WUA4|TF3C2_HUMAN",2,1,1,2,NA,1,20.7292315475983,20.878298119624,21.166035400908,20.9155096093458,21.2343378346635,21.119112738314,-0.072228105295333,0.998539328928335
"4290","sp|Q96BW9|TAM41_HUMAN",NA,NA,1,2,2,1,21.0817412007893,21.0603129895164,19.9924560695485,20.7711125201783,20.5945447773167,20.0906206262875,0.0844346961092342,1
"4291","sp|Q9NVG8|TBC13_HUMAN",2,2,1,1,NA,1,21.4890510804027,21.4931967785263,21.5699748253993,21.0336148951564,22.0512097708402,21.3430826757574,-0.413447109067365,0.826198219095
"4292","sp|P38694|MSC7_YEAST",2,2,1,NA,1,1,22.7340284792137,21.7711354928671,21.5428658516007,21.9682057044057,23.2880525844071,20.720623362221,-1.0349941185759,0.761507161737525
"4293","sp|P51649|SSDH_HUMAN",2,1,1,1,2,1,21.6305122140984,21.6889958632497,21.7222482467294,21.4570232282585,21.9926317093183,22.0187338452531,-0.0602130777949329,1
"4294","sp|Q14331|FRG1_HUMAN",NA,1,2,1,1,3,21.6144366676859,22.1994840922785,22.3422553799721,21.9299148343569,22.3512490267699,22.4341967948573,0.085218215688266,1
"4295","sp|P11279|LAMP1_HUMAN",2,1,NA,2,NA,1,22.9297806841395,22.9837578507366,23.4193488044087,23.1514910446312,23.3676403040282,23.3745121978345,-0.0690028997913679,1
"4296","sp|Q12055|KAD6_YEAST",3,1,2,NA,NA,NA,20.7698806097421,19.7211652243606,21.2392534051385,19.430125306843,21.3897451533124,19.9172729152618,-1.4434385739092,0.0318712870759233
"4297","sp|Q8WVK2|SNR27_HUMAN",1,2,1,NA,2,1,21.9529316504804,21.9217910080513,22.3294292925832,21.9086462265411,22.0970311533133,22.0194568580093,-0.176499334591733,1
"4298","sp|P56628|RL22B_YEAST",2,2,2,1,1,1,21.6529212124989,19.9925380973653,21.2685542787077,19.2333535794961,21.5959634572235,19.6417393422743,-1.8832693097648,0.02259138086331
"4299","sp|Q8WXE9|STON2_HUMAN",2,2,NA,1,NA,2,20.6634989334395,20.9599335940204,21.0113965297486,20.926956208203,21.2059405720287,21.3148441708243,0.106965979276967,1
"4300","sp|Q5U5X0|LYRM7_HUMAN",2,NA,2,2,NA,2,22.3290216283671,22.629822169743,22.4461021756999,22.4598311884411,22.7720448956548,22.7295946068151,0.0906930884257993,1
"4301","sp|Q12743|DFM1_YEAST",2,2,1,1,2,1,21.2741739447722,20.1898427970301,21.5029842387801,20.7108519274254,21.5030325387764,20.9934898930046,-0.795335368289534,0.191149917412024
"4302","sp|Q01664|TFAP4_HUMAN",1,2,NA,2,2,2,21.465256248075,20.8563779419815,21.8070627185133,21.2840819170536,21.5582518337566,21.4544017176044,-0.411903074568466,0.813618332036323
"4303","sp|Q15751|HERC1_HUMAN",1,NA,2,1,1,2,22.7833150126377,22.7755598478543,23.0129310369941,22.4756539070888,22.8417912097807,23.0147247393262,-0.124032921714399,1
"4304","sp|P25367|RNQ1_YEAST",2,1,1,NA,NA,NA,22.228364107722,21.1681381804102,22.6483643850058,21.4292506730969,21.868497608927,21.1861955654092,-0.987213894246167,0.0986161694408904
"4305","sp|Q9Y2Q5|LTOR2_HUMAN",2,2,2,1,1,1,21.2657904307443,20.5974431436998,21.6278032567743,21.3645745962701,21.5859656133461,20.147511293158,-0.790010089245601,0.525775827222371
"4306","sp|P38080|AKL1_YEAST",2,NA,NA,NA,NA,NA,20.5504963395892,19.7704842351787,21.6290743046524,20.5886369803147,20.6308209004178,20.7921655335674,-0.553034931866199,1
"4307","sp|Q06787|FMR1_HUMAN",1,2,1,1,2,3,22.7301114455047,22.7326623337296,23.4429275547481,23.263582840243,23.3063358444775,23.4886701865766,0.00184683860630012,1
"4308","sp|P46063|RECQ1_HUMAN",1,1,2,2,2,3,21.9002886231879,21.7974557194402,22.7417582795292,22.1351935431634,22.6749151736347,22.5838104450297,-0.266834122906167,1
"4309","sp|P40319|ELO3_YEAST",1,2,1,1,2,1,22.5365420071459,21.3709121825711,22.8905902946413,21.6415394716828,23.062152228292,22.2219006637057,-1.08497740403987,0.0958692337421188
"4310","sp|P50457|PUUE_ECOLI",1,NA,NA,NA,2,2,23.3068053061437,22.4345119189353,22.9995194004322,22.9820122791905,23.7685284257553,23.0445830585917,-0.537915291871233,1
"4311","sp|Q8NCE2|MTMRE_HUMAN",1,1,1,1,NA,1,19.3529509043701,19.2328653065039,18.9892612701556,18.796167971434,19.1248161171382,19.0488902447356,-0.129701589663467,1
"4312","sp|P39938|RS26A_YEAST; sp|P39939|RS26B_YEAST",2,2,2,2,2,2,27.4104727019622,26.7246343774303,27.8197462196099,26.974665428799,27.900632650791,27.1956895464225,-0.745287406570434,0.188277570588041
"4313","sp|Q12497|FMP16_YEAST",1,2,3,1,2,1,22.2585653150725,21.226459233153,22.5259804863181,21.3456265519825,22.8784337753542,21.6424307540181,-1.14948767919707,0.0588621429962151
"4314","sp|P51397|DAP1_HUMAN",NA,1,1,2,1,1,20.213286698066,21.9800332101111,21.4437259114562,21.4680197725267,21.6051713487582,22.0041854839195,0.730018169425631,0.318744012557268
"4315","sp|Q8NEC7|GSTCD_HUMAN",NA,1,NA,2,1,2,20.264700299504,20.2036674814594,20.6579973272747,20.2233630596517,20.7548407180473,20.5282622535107,-0.240748516734733,0.964160453573775
"4316","sp|Q12191|BUG1_YEAST",2,1,1,NA,NA,NA,21.2338096702243,20.7437933200136,21.8429386963519,21.1859347924607,22.1157861710127,21.6265008987318,-0.545435175460934,0.815400037750268
"4317","sp|Q9UK45|LSM7_HUMAN",1,1,2,2,NA,1,24.0859113307695,23.7641708257188,24.6648631399053,24.3757155998221,24.6060778070703,24.6842404218696,-0.177575143444866,1
"4318","sp|Q9BUP3|HTAI2_HUMAN",1,2,2,3,1,2,21.9655218565461,22.0398275457899,22.491957902572,22.213286549719,22.5278415893098,22.5501328519026,-0.0606914670054669,1
"4319","sp|Q8WUE5|CT55_HUMAN",1,NA,NA,1,2,1,21.3897833518641,20.3231001276044,21.9360027241113,21.6634801445595,22.0041518725806,22.1206628211225,-0.407564951756534,1
"4320","sp|O43182|RHG06_HUMAN",NA,NA,NA,3,NA,NA,20.7151061045379,20.4115892088339,20.7811994042799,20.4366689701,20.910131966129,20.8747274715105,-0.227817274834133,0.980248623873492
"4321","sp|Q8TCC3|RM30_HUMAN",1,NA,2,NA,NA,1,20.2143429814648,20.0694284603086,20.7279678041794,20.3242504615119,20.7417115860723,21.1944492297758,-0.0319647400400657,1
"4322","sp|Q01415|GALK2_HUMAN",1,2,1,NA,1,NA,20.2018427376714,20.5330775470287,20.9879179043084,20.0320694368589,20.8535687511526,20.8201994175518,-0.219327663897666,0.99388916133958
